,API Name,Api Url,Api Description,Api Category
5692,Unified Software AddressVal API,/api/unified-software-addressval," Unified Software's AddressVal API allows users to provide a partial address, and returns one or more addresses from the Royal Mail Postcode Address File. If AddressVal can find an exact match, a...", Tools
5693,DataFeedFile.com API,/api/datafeedfilecom, DataFeedFile.com (DFF) gathers data feed files from thousands of Online Stores (merchants) to categorize and process data feed files to create a usable and searchable database. DFF's main focus is to..., eCommerce
5694,DataFeedFile.com XML API,/api/datafeedfilecom-xml," DataFeedFile.com (DFF) gathers data feed files from thousands of Online Stores (merchants), we categorize and process data feed files to create a usable and searchable database. DFF's main focus is...", eCommerce
5695,M/DB API,/api/mdb," M/DB is a plug-compatible alternative to the Amazon SimpleDB. Outwardly, it behaves identically to SimpleDB, being accessed through the same REST APIs and returning identical responses. The only...", Database
5696,Footprints API,/api/footprints, The Footprints Network is an alliance of online e-commerce companies making a difference with a solution that supports sustainable poverty alleviation community programs. The Footprints technology is..., Social
5697,XigniteSecurity API,/api/xignitesecurity-0," This web service provides securities master information for companies listed on U.S. stock exchanges. You can use XigniteSecurity to lookup and validate the names, ticker symbols, CUSIPs, CIKs,...", Financial
5698,Snooth API,/api/snooth, Snooth is a growing online community of wine lovers. The Snooth API allows access to the extensive database of wines hosted by Snooth. Snooth users can rate wines and get recommendations based on..., Recommendations
5699,Catsone API,/api/catsone, CATS is a web-based applicant tracking system used to track and manage candidates as they go through the hiring process., Jobs
5700,GOP.gov API,/api/gopgov," The GOP.gov API aims to ""deliver a more open Congress to the people of the United States by facilitating the transmission of information that can be distributed in real time, across any network, to...", Government
5701,Mydeo Media Manager API,/api/mydeo-media-manager," The m3 API accesses the Mydeo media manager. You can upload video and other media, collect viewer statistics and deliver your files over a global CDN. Mydeo facilitates content tagging and integrated...", Video
5702,Fupa Games API,/api/fupa-games," This API allows users to incorporate Fupa games into their site. Content is then displayed dynamically on the specified site. The games can be displayed either on a prefabricated site made by Fupa,...", Games
5703,ViaPost API,/api/viapost-0, This API allows users to send physical post directly from their computer to any address in the UK. The electronic document to be mailed is printed at a location close to where it needs to go for..., Other
5704,mSense API,/api/msense," The mSense API provides tools that let you analyze each content item in a site, produce well-tuned metadata, and then annotate content as it flows through the system. Content can be viewed by...", Metadata
5705,Comic Vine API,/api/comic-vine," This API lets you access and search Comic Vine's listing of comic books, characters, creators and publishers. The API follows the organization that Comic Vine users are accustomed to, with categories...", Other
5706,Giant Bomb API,/api/giant-bomb," Giant Bomb is the world's largest editable video game database. The Giant Bomb API lets you access and search across the site's database of video games, characters, creators and companies.", Games
5707,Spot2be API,/api/spot2be," The Spot2.be API and service tries to solve the location, addresses, maps and directions hassle by combining all important data it all in one simple tiny link. A spot is a mapped location accessed by...", Social
5708,MashSpots API,/api/mashspots, MashSpots.com is a free service for local search. Click on any location on the map to get the four closest spots of the searched item. The Mashspots API lets you integrate into your website to help..., Search
5709,Co-op API,/api/co-op," Use the Co-op API to access your Co-op data. You can view statuses, review history by day or user, show groups for a user, view a group's agenda, view recent statuses for a user and group, invite...", Project Management
5710,Category,/category/all/apis?page=806&order=field_article_primary_category&sort=asc,N/A,N/A
5711,XigniteGlobalMaster API,/api/xigniteglobalmaster," This API offers security master data for a wide range of exchange-traded instruments including equities, exchange traded funds (ETFs), depository receipts, derivatives, bonds, money market funds, U.S...", Financial
5712,XigniteGlobalIndices API,/api/xigniteglobalindices," This API offers delayed index values for more than 10,000 U.S. and global market indices, including the popular index families such as Dow Jones, S...", Financial
5713,XigniteInsider API,/api/xigniteinsider," This API provides real-time data for corporate insider transactions filed with the SEC for U.S. public companies. The US SEC requires corporate insiders, meaning a company's officers and directors,...", Financial
5714,XigniteGlobalExchanges API,/api/xigniteglobalexchanges," This API offers holiday schedule and operating hours for securities exchanges around the world. XigniteExchanges provides stock market trading hours and data on exchange holidays, trading days,...", Financial
